sentence,emotion
Hakkımın yenmesi ve matematik öğretmeninin bir şey anlatmaması.,anger
Düşük beklediğim sınavdan yüksek not aldığımda.,happiness
Grubu son sırada tamamlayarak Amatör Lige düştü .,neutral
Paramın bitmesi.,sadness
Hayvanları kurtarmak için önünde alt etmesi gereken tehlikeli bir çete vardır .,neutral
sigara kokusundan tiksiniyorum,disgust
Saldırgan tavuklardan.,fear
Çok çalıştığım sınav kötü geçerse sinirlenirim.,anger
Sınavlardan yüksek not almak ve tatiller.,happiness
Özgür Fransa için savaşçıların bir listesini hazırladığı biliniyor .,neutral
Peynirin vücuduma değdiği an.,disgust
Yine aynı tarihte sınırların genişliğinde de düzenlemeler yapıldı .,neutral
insanlar inancıma ters hareketler yaptığında o kişiden soğuyorum.,disgust
Pişmiş buğday tüm tane bulgur niteliği taşır .,neutral
Kuşum öldüğü zaman.,sadness
Böceklere dokunmaktan hoşlanmıyorum.,disgust
Genelde üzgünüm.,sadness
Düşük not aldığımda.,sadness
tuvaletlerde idrar lekesi görmekten,disgust
Korku filminden.,fear
Dışkı görmek.,disgust
yılanı görünce çok korktum.,fear
"""Galatasaray'ın"" bu sezon ki durumu.",sadness
Toplu taşımalarda yaşlı insanların herkese yaslanması.,anger
Alper'lerin İstanbul'a taşınmasına çok üzüldüm.,sadness
Birsinin gereksizce sürekli suratıma bakmasına.,anger
Gizli bir şeyler yapıp yakalandığımda.,fear
Gece uyumadan önce biri bana seslenirse veya hayallerimden vazgeçmek zorunda kalırım diye korkarım.,fear
Farelerden.,fear
Erkeklerin birbirleri ile flört etmeleri tiksindirici.,disgust
Ailemden birisini kaybettiğim zaman.,sadness
Bozuk yemeklerden kurtlar çıkmasından tiksinirim.,disgust
Masamda gördüğüm örümcek.,fear
En sevdiğim kitabın çok eski diye artık ciltli basılmadığını gördüğüm zaman.,sadness
Arkadaşlarımla birlikteyken.,happiness
Ağız kokusundan.,disgust
Ders sırasında konuşulması.,anger
İngilizce sınavından düşük not aldığım zaman.,sadness
Matematikten ilk defa düşük not aldığım zaman.,sadness
gerçekten sevdiğim insanları kaybetmekten korkarım.,fear
hırsızlık durumuyla karşılaştım ve bunu yapan kişiye öfkelendim.,anger
Kötü görüntü ve kokulardan tiksinirim.,disgust
"Düşünüyorum...Çok gülmek çok mutlu olmak manasına gelmez, çok güldüğüm anlar oldu, oluyor da ama çok mutlu olmam için sanki o anı henüz tam manasıyla yaşamamış gibiyim; ya da insan ailesiyle beraber eğleniyorken onlar hayattayken yalnız hissetmiyorken mutludur... İşe giriş için sıralamaya girdiğimde ve kazandığımda çok mutlu olmuştum evet.",happiness
Annemin abimle kavgamızda olayı anlamadan beni suçlu görmesine öfkeleniyorum.,anger
Genellikle o bölgede az okul ancak çok öğrenci varsa bu sistem hayata geçer .,neutral
Kitabevi daha çok İngiliz edebiyatı üzerine yoğunlaşmıştır .,neutral
İzmir Atatürk Lisesini kazandığımda çok mutlu oldum.,happiness
Boş sorular sorulması.,anger
annemin babamın veya ağabeyimin öleceğini düşünmek bile beni yıkıyor.,sadness
Lahdin sahibi karı ve koca kline üzerinde sembolik olarak resmedilmiştir .,neutral
Arkadaşımın arkamdan dedikodu yaptığını duyduğum zaman.,anger
yemek yerken ağız şapırdatmak,disgust
Bu okula nakil olduğum zaman.,happiness
Etrafımdakilerden iltifat alınca mutlu olurum.,happiness
Geç saatte telefon gelmesi.,fear
Sınavdan düşük not aldığımda.,sadness
ameliyathaneye girdiğimde korktum.,fear
Suyun paralı oluşundan tiksiniyorum.,disgust
Sevgilimin beni denize götürmesi.,happiness
sınıf ter kokunca midem bulanıyor,disgust
Televizyonda haber sunan kişinin kötü haberleri sunarken yüzündeki ifadeye öfkeleniyorum.,anger
Düşük not aldığım an.,sadness
Isis üzerinde bir dizi kürek ve tekne yarışı düzenlenmektedir .,neutral
Geceleri cin ve ruh hakkında konuşulanlara.,fear
Balgam görmek.,disgust
Ayrıca Rock Springs petrol ve doğal gaz bakımından zengin topraklara sahiptir .,neutral
Yüksek not almak.,happiness
Bu nedenle sağlığı çok büyük bir darbe aldı .,neutral
Parasızlık.,fear
Toplumsal konuları ve ülke meselelerini irdeleyen şiirler yazdı .,neutral
öğretmenimin benim sözlüme düşük vermesine öfkelendim,anger
Kasabanın iklimi Karadeniz art bölgesine has bir iklime sahiptir .,neutral
Yapmadığım bir şey hakkında suçlanmak ve arkamdan konuşulması.,anger
"Yemek yerken, uyurken ve kitap okurken.",happiness
Projeyi tamamlayamayınca çok üzüldüm.,sadness
Dedemi kaybettiğim zaman.,sadness
"Tatlı yerken, resim yaparken ve yaptığım planların bozulmamasından mutlu olurum.",happiness
Yılan ve karanlık.,fear
ideallerime gidecek yolda doğru hareketler yaptığımda seviniyorum.,happiness
annemin konsere gitmeme izin vermemesi,sadness
Babasının çalışmalarına kendi döneminde olan kayıtları eklemiştir .,neutral
memleketime gittiğim zaman mutlu olmuştum.,happiness
Elektrikler kesildiğinde dolabın içine saklanıp beni korkutmuştu.,fear
Birisinin beni küçük görmesi ve aşağılaması.,anger
Sokakta bir grup köpek görmek.,fear
İri vücut yapıları ve kuvvetli kasları sayesinde çöl yaşamına uyum sağlamıştır .,neutral
Geçen sene sınıfta kaldığımda.,sadness
Yalan söyleyenlere.,anger
Düşük beklediğim vize notunun yüksek gelmesi.,happiness
Böcekleri görünce.,disgust
Hep birlikte neşeli ve mesut olarak koro ile finale şarkısını söylerler .,neutral
Birisinin tükürdüğünü görmek.,disgust
İstediğim bir şey olduğunda.,happiness
Yalaka insanlardan tiksiniyorum.,disgust
Bisikletten düşünce kendimden tiksinmiştim.,disgust
Dünya Savaşı sırasında birçok şehir harap edildi .,neutral
Karşımdaki insan yemek yerken konuşur ise.,disgust
küçükken şehir dışında oturan anneannemin bize ziyarete geldikten sonra geri dönüşü beni üzdü.,sadness
yalnız kalmaktan çekinirim.,fear
Sembolik bir matematik kütüphanesidir ve sinir ağları gibi makine öğrenimi uygulamaları için de kullanılır .,neutral
Temizlik takıntım olduğu için hayvanlarla temas ettiğim zaman tiksinirim.,disgust
Üniversitenin birçok Avrupa ve Amerika üniversitesi ile öğrenci değişimi anlaşması bulunmaktadır .,neutral
Ailem ile pazar günü yaptığım kahvaltılar ve sınavdan 100 almam.,happiness
Özel eşyalarımın izinsiz kullanılması ve yerlerinin değiştirilmesine öfkelenirim.,anger
Tiki kızlarla aynı ortamda bulunmak beni tiksindiriyor.,disgust
Yayınlandığı andan itibaren hem içerik hem biçim olarak ilgi gördü .,neutral
Milli Reasürans tarafından satın alınmasıyla beraber katları ayrı ayrı satılmıştır .,neutral
En yakın arkadaşımla kavga ettiğim gün üzüldüm.,sadness
Beklenmedik yüksek sesler.,fear
Okul tuvaletleri.,disgust
Oyunculuk kariyerine bir kola reklamında oynayarak başladı .,neutral
Kardeşimin konuşmamasını söylediğim kişiyle konuştuğunu öğrendiğimde.,anger
DOM Lab'ı erken bitti.,happiness
Buradaki yapılar Roma ve Orta Çağ izlerini taşımaktadır .,neutral
İki boyutlu cisimlerin en ve boy olmak üzere iki ölçüleri vardır .,neutral
böceklerin hepsinden tiksinirim,disgust
Matematikten 100 aldığım an.,happiness
Olimpiyat sonrası stadyumu kullanabilmek için iki ortaklık teklif vermiştir .,neutral
Birisini kaybetmek yani hayatımdan çıkmasından korkarım.,fear
Bir taksici tarafından kazıklandığımda.,anger
Karşımdaki insanın yeterince dinlemeden bir yargıya varmasına ve kendi düşünceleri dışındakilerini kabul etmedikleri zaman öfkeleniyorum.,anger
Babam eve yeni bir telefonla geldiği zaman.,happiness
Başlatılan geliştirme programıyla birlikte yeni kurumsal kimlik altında yeni şubeler açılır .,neutral
Evde tek başıma kaldığımda korkmuştum.,fear
başkası bana ait olan bir şeyi alırsa çok sinirlenirim.,anger
Kitaptaki favori karakterimle sevmediğim karakterin öpüşmesinden tiksindim.,disgust
Sigara içenlerden hiç haz etmiyorum.,disgust
arkadaşlarımla doğum günümü kutladığımız zaman kendimi mutlu hissediyorum.,happiness
biriyle yemek yerken ağzını şaplatmasından hoşlanmam,disgust
Analiz aynı zamanda bir ya da daha fazla istisna yolu da gösterebilir .,neutral
oda arkadaşımın dağınıklığı beni tiksindirir.,disgust
İç çekirdeğin içindeki alan muhtemelen benzer bir güce sahiptir .,neutral
Köy yeni kurulduğunda mahallenin belirli bir adı yoktur .,neutral
Ölümünden sonra kardeşi Deli Hasan yerine geçerek isyanı devam ettirdi .,neutral
Küfür edilen bir ortamda kaldığımda.,disgust
Annemle babamın yüksek sesle tartışmalarına üzülürüm.,sadness
Bir oyunu bitirdiğim zaman.,happiness
Yüksek beklediğim sınavdan düşük not almak.,sadness
İlk kez panik atak geçirdiğimde çok korktum.,fear
Biri benim sabrımı zorlarsa öfkelenirim.,anger
Ülkemizde insan kayırmalarını gördüğümde.,anger
Böcek görmek.,fear
Okulda istediğim sınıfa düşmeyince üzüldüm.,sadness
Sınav notlarım düşük gelince.,sadness
İğrenç şeyler görmek beni tiksindiriyor.,disgust
ilk korku filmi izlediğimde donuma etmiştim,fear
temiz olmayan insandan ve yılandan tiksiniyorum,disgust
Bizim evimizin sahibi öldüğünde çok üzüldüm.,sadness
Sevdiğim birini sevmediğim birisi ile görünce üzülürüm.,sadness
Geçen sene arkadaşlarımın doğum günümde bana sürpriz yapması.,happiness
İngilizce derslerine girerken.,fear
dışarı çıktığımda her köşe başında çaresiz ve bazen zorla çalıştırılan çocukları görmek her seferinde tekrar üzülmeme sebep oluyor.,sadness
İnsanların fiziksel acı çektiğini görmek ve beklentilerimin karşılanmaması.,sadness
Türk Büyükleri çalışması albüm kitap olarak yayınlandı .,neutral
Bir yakınımı kaybetmek.,sadness
Elleri kirli birinin elinden yemek yemek ya da yemek tabağımı almaktan tiksiniyorum.,disgust
Dağın başında iki tane kangal köpeği tarafından kovalanırken ömrümden ömür gitti.,fear
Bu liseyi kazandığım an.,happiness
Evime bir misafir geldiğinde çorabı kokunca çok tiksindim.,disgust
5:15 trenini kaçırıp 7 ye kadar beklediğimde.,anger
"Her türlü haksızlık (emek, statü vs.), bencillik, düşüncesizlik benim için öfke sebebidir. Bilinçsizce yapılan hatalarda öfkemi kontrol altında tutabiliyorum. Önemli olan iyi niyet.",anger
Ailemle ya da arkadaşlarımla tartıştığım zamanlar çok öfkeleniyorum.,anger
"Derbi maçta ""BJK"" galip gelirse mutlu olurum.",happiness
Kadınlara şiddet uygulandığını izlediğim haberlerden.,anger
Toplu taşıma aracında gece bir tek bayan olarak yolculuk edince çok korktum.,fear
ilk bisikletimi aldığımda çok mutlu olmuştum.,happiness
Sınavlara girdiğim zamanlar.,fear
"Oyun kullanıcılardan ""karışık"" ve ""ortalama"" puanlar aldı .",neutral
Kusmuk gördüğümde.,disgust
annem kardeşimi okula almaya gittiğinde onu arayıp bulamadığını söylediği zaman çok korkmuştum. Kursu varmış o yüzden bulamamışız.,fear
Babamın ameliyatı uzadığı zaman.,fear
Uzun zamandır birlikte çalıştığım iş arkadaşım işten ayrılacağını söylediğinde çok üzüldüm.,sadness
Çok yüksek ya da dar bir yerden geçmekten.,fear
"""SBS"" sınavına girmeden önce.",fear
"Yeğenim ayağını kırdığı zaman çok ağlamıştı , onun ağlamasına çok üzülmüştüm.",sadness
Soyunma odasındaki koku.,disgust
Matematikten 100 aldığımda çok mutlu oldum.,happiness
Lise sebebiyle İzmir'e geldiğimde.,happiness
İnsanların insanlık dışı hareket etmesi tiksindirici.,disgust
Zoru başarmak.,happiness
Sevdiğim birine zarar gelmesine üzülürüm.,sadness
Bütün bu zor şartlara rağmen çalışmaları değerini buldu ve Royal Society üyeliğine getirildi .,neutral
Geleceğimi düşündüğüm zaman.,fear
En iyi arkadaşımın nikah şahidi olmam.,happiness
Kafam güzel olunca mutluydum.,happiness
İşten eve gidip oğlumu gördüğümde mutlu olurum.,happiness
Ancak olaylar kritik zirveye ulaşır ve isyancılar ateş açar .,neutral
Hafta sonu.,happiness
Yemekten kıl çıkması.,disgust
Hırsız.,fear
Memleketime gittiğim zaman mutlu olurum.,happiness
Kesilen kafası Balkanlarda yolda bulunan orduya gönderildi .,neutral
Günah işlediğim zaman Allah'ın gazabından korkarım.,fear
Dünya Savaşı sırasında ilk ulusal başarısını kazandı .,neutral
Böceklerden.,disgust
"""Özgecan"" olayından sonra bu ülkeden ve insanlarından tiksindim.",disgust
Brezilya en başarılı grup birincisi olarak finale çıktı .,neutral
Anneannem vefat ettiğinde.,sadness
Annemin bir çok kez çaresiz kalması.,sadness
Kitaplarıma ve çizimlerime zarar verildiğinde.,anger
Basketbol takımına seçildiğimde.,happiness
"korkmayı iki boyutta anlatabilirim. Birincisi manevi korku, ikincisi maddi korku. Manevi korku insanların beni incitme ve üzmesinden korkar ve temkinli yaklaşırım. ikincisi ise geç saatte yalnız başıma sokakta gezmekten korkarım.",fear
Penaltı atışı sırasında tuttuğum takımın gol yemesinden korkuyorum.,fear
Haksız yere suçlandığımda.,anger
Geniş mesafelerde deniz kontrolü yapabilme becerisine ihtiyaç vardır .,neutral
Arkadaşım ile girdiğim iddiayı kazandığım zaman mutlu oldum.,happiness
Farelerden ve yılanlardan korkarım.,fear
Bir arabanın bir hayvanı ezdikten sonra hiç bir şey olmamış gibi oradan kaçması.,anger
Babaannem hastaneye kaldırıldığı zaman.,sadness
Ailemin bana elektro gitar aldığı gün.,happiness
Hakkımın yenmesi.,anger
Eski futbolcunun bir temsilcisi durumunun ciddi olmadığını söyledi .,neutral
Oyun kazanmak.,happiness
Yapmacık insan görünce.,anger
korku filmi seyretmek her zaman beni huzursuz eder,fear
Özgürlüğümün kısıtlanması tiksindirir.,disgust
tuvaletin temiz olmaması çok rahatsız eder.,disgust
Akşam eve dönerken köpek kovalamıştı.,fear
Rahatsız olduğum bir konuda bile bile üstüme gelinmesi.,anger
İğrenç kokular.,disgust
Mutfaktaki sarı bez ve böcekler.,disgust
Öğretmenlerin öğrenciler arasında ayrımcılık yapmalarına öfkelenirim.,anger
Hayvanlara dokunmaktan hoşlanmam.,disgust
korku filminde cadı olan kadının kızın derisini yüzüp kemiğini çıkarmasına çok tiksindim.,disgust
Okuldaki hoşlandığım kızla nöbetçi olduğumuz zaman.,happiness
Kudüs hakkında döneme ait önemli bilgiler vermiştir .,neutral
Ağzı açık sakız çiğneyenlerden tiksinirim.,disgust
çocukken korku filmlerinden sonra çok etkilenirdim.,fear
Yağmurlu bir havada elektriklerin kesilmesi.,fear
Bu günde kurulan Canlı Hayvan Pazarı dolayısıyla belde de aşırı kalabalık ve canlılık gözlenir .,neutral
Kantinden aldığım tostun içinden kıl çıktığında.,disgust
Karanlıkta kalmak.,fear
Ayrıca Bizans ordusu Antalya’ya kadar ilerleyerek birçok kaleyi Türkler’in elinden almıştır .,neutral
"Hızlı motor sürenlerden
      Sigara içenlerden
      Çok sesli gülenlerden tiksinirim.",disgust
Başarısız olmak.,fear
Ailemden birisini kaybettiğim zaman,sadness
Haksızlık yapılmasına öfkelenirim.,anger
Asansörde kalıp ışıklar da sönünce korktum.,fear
Arkadaşlarımla ve ailemle birlikte olunca.,happiness
Böbrekler kan basıncının düzenlenmesinde önemli rol oynarlar .,neutral
"Sevgilimle,ailemle,arkadaşlarımla vakit geçirirken mutluluktan uçuyorum.",happiness
Ailemle geçirdiğim zamanlar.,happiness
Yalan söyleyen insanlardan nefret ederim.,anger
Havlayarak bana doğru koşan bir köpek korkutur.,fear
İsaakios imparator ilan edildikten sonra Andronikos isyancı bir grup tarafından öldürüldü .,neutral
iş yapmayıp kendine pay çıkaranlara öfkeleniyorum,anger
Arkadaşlarım ile dedikodu yaparken.,happiness
Ancak her iki şehzade de bir süre sonra kaçmıştır .,neutral
köpek aniden karşıma çıkınca korktum,fear
Yağmurun ıslattığı ve kenarları kısmen kaymış toprak yoldan aşağıya arabamla korka korka inmeyi başardım.,fear
Projem başarılı olduğu zaman mutlu oluyorum.,happiness
Sevdiğim insanlardan birinin hastalanması ya da başına bir şey gelmesi düşüncesi beni üzüyor.,sadness
Ailem ve arkadaşlarımla oturup muhabbet ettiğimizde.,happiness
Brezilya ve Yunanistan da canlı yayın yaptı .,neutral
Yatak olarak adlandırılan kazı alanında Homo erectus kalıntıları da ortaya çıkarılmıştır .,neutral
Kimyacının kıyafetine öfkelendim.,anger
Doğum günlerim.,happiness
Başarılı olduğum zamanlar mutlu olurum.,happiness
Annemle olan gerçekler ve artık anne diyesimin gelmemesi çok üzüyor,sadness
Karşıdan karşıya geçerken arabaların hızını arttırmasından çok korkarım.,fear
